131	30/10/2008	2	25	26	41	55	75	59	15
130	28/10/2008	5	9	50	80	82	88	89	18
129	25/10/2008	13	16	28	32	71	85	78	67
128	23/10/2008	7	20	21	74	75	81	33	10
127	21/10/2008	4	47	76	78	81	86	6	49
126	18/10/2008	8	25	33	48	58	90	53	63
125	16/10/2008	1	20	22	23	61	82	70	58
124	14/10/2008	11	14	43	46	61	70	82	73
123	11/10/2008	7	9	35	61	67	68	53	26
122	09/10/2008	4	19	20	24	44	55	80	80
121	07/10/2008	16	21	24	60	66	79	82	44
120	04/10/2008	31	58	80	81	88	89	65	79
119	02/10/2008	2	41	59	68	74	86	31	56
118	30/09/2008	5	34	43	53	71	78	73	28
117	27/09/2008	3	16	20	55	60	80	52	10
116	25/09/2008	25	51	53	72	77	81	83	19
115	23/09/2008	8	22	31	39	58	63	42	48
114	20/09/2008	7	12	36	73	77	85	1	80
113	18/09/2008	15	18	21	57	59	61	19	56
112	16/09/2008	21	30	32	41	47	67	49	24
111	13/09/2008	28	38	41	58	67	80	85	79
110	11/09/2008	27	31	35	53	54	78	45	27
109	09/09/2008	1	3	20	43	51	78	12	83
108	06/09/2008	2	22	33	42	52	71	72	86
107	04/09/2008	1	6	11	27	65	80	21	39
106	02/09/2008	6	29	30	78	81	88	26	27
105	30/08/2008	24	26	33	36	38	73	74	29
104	28/08/2008	18	19	36	39	58	88	53	16
103	26/08/2008	7	23	28	50	80	87	27	63
102	23/08/2008	21	31	37	64	75	88	41	27
101	21/08/2008	2	4	11	37	62	75	19	25
100	19/08/2008	5	7	13	33	66	79	84	27
99	16/08/2008	7	10	35	64	77	89	21	83
98	14/08/2008	8	19	30	32	52	75	85	79
97	12/08/2008	12	24	26	50	65	69	51	51
96	09/08/2008	2	11	21	23	39	47	72	31
95	07/08/2008	19	30	52	66	70	82	84	33
94	05/08/2008	1	30	36	37	60	88	27	28
93	02/08/2008	35	49	68	71	82	85	31	48
92	31/07/2008	20	67	71	81	84	88	7	27
91	29/07/2008	14	28	37	47	53	57	88	23
90	26/07/2008	6	44	66	68	77	86	20	17
89	24/07/2008	15	17	25	39	57	58	24	18
88	22/07/2008	35	49	56	78	87	90	10	59
87	19/07/2008	4	33	34	44	52	63	27	53
86	17/07/2008	8	28	34	63	86	90	15	89
85	15/07/2008	21	40	57	60	61	68	9	68
84	12/07/2008	16	26	31	67	74	82	18	74
83	10/07/2008	11	22	39	52	55	63	24	6
82	08/07/2008	1	26	49	74	82	87	81	74
81	05/07/2008	9	69	70	72	77	81	39	1
80	03/07/2008	19	32	41	42	64	65	75	81
79	01/07/2008	1	38	54	63	66	74	13	22
78	28/06/2008	6	19	25	42	48	52	56	57
77	26/06/2008	4	12	35	61	66	84	79	75
76	24/06/2008	13	25	54	56	57	58	31	15
75	21/06/2008	8	16	42	64	72	74	53	74
74	19/06/2008	18	31	47	59	75	80	79	73
73	17/06/2008	8	11	14	39	46	51	57	2
72	14/06/2008	3	6	20	46	50	80	86	2
71	12/06/2008	10	15	17	57	65	80	1	47
70	10/06/2008	4	62	67	69	70	84	23	31
69	07/06/2008	10	26	53	66	70	78	75	64
68	05/06/2008	13	22	40	41	51	86	6	26
67	03/06/2008	2	26	30	32	63	89	56	82
66	31/05/2008	8	16	39	63	84	86	34	48
65	29/05/2008	7	30	40	58	75	79	84	78
64	27/05/2008	7	10	50	51	80	85	60	46
63	24/05/2008	6	16	28	32	43	90	73	27
62	22/05/2008	22	63	66	73	81	90	47	43
61	20/05/2008	40	42	57	62	67	88	3	49
60	17/05/2008	8	53	65	66	80	87	3	20
59	15/05/2008	7	31	38	57	84	87	86	71
58	13/05/2008	28	33	39	40	80	89	82	12
57	10/05/2008	1	4	25	44	82	89	23	50
56	08/05/2008	8	29	33	47	52	56	59	19
55	06/05/2008	7	71	72	75	80	90	85	55
54	03/05/2008	8	38	39	52	64	70	73	39
53	02/05/2008	36	38	40	51	53	71	8	58
52	29/04/2008	28	33	42	54	76	79	68	62
51	26/04/2008	56	64	72	81	83	86	32	25
50	24/04/2008	36	43	47	49	84	89	51	25
49	22/04/2008	18	54	62	80	88	90	24	58
48	19/04/2008	22	29	30	32	41	52	42	7
47	17/04/2008	8	14	36	71	74	87	18	29
46	15/04/2008	2	25	28	31	46	59	22	25
45	12/04/2008	5	34	55	58	74	90	8	33
44	10/04/2008	34	54	72	76	79	85	78	10
43	08/04/2008	12	21	49	51	56	74	8	76
42	05/04/2008	29	51	52	62	72	79	34	43
41	03/04/2008	9	37	40	61	69	84	35	36
40	01/04/2008	5	9	53	57	61	84	78	2
39	29/03/2008	1	17	33	34	46	62	3	17
38	27/03/2008	11	34	46	58	77	82	50	27
37	25/03/2008	8	36	75	76	79	83	65	58
36	22/03/2008	30	37	47	72	85	87	71	34
35	20/03/2008	5	37	38	59	71	80	43	33
34	18/03/2008	27	36	38	41	71	84	6	37
33	15/03/2008	7	32	49	55	61	83	64	82
32	13/03/2008	50	61	62	71	72	74	59	9
31	11/03/2008	41	51	61	66	75	88	27	71
30	08/03/2008	4	12	21	39	59	83	64	63
29	06/03/2008	1	16	32	51	60	61	78	11
28	04/03/2008	12	32	54	63	64	85	62	77
27	01/03/2008	23	30	33	67	69	71	61	56
26	28/02/2008	2	5	6	56	58	73	3	38
25	26/02/2008	2	11	40	60	73	82	74	50
24	23/02/2008	11	13	25	62	76	80	18	54
23	21/02/2008	27	43	46	51	52	72	83	32
22	19/02/2008	2	18	35	53	60	66	32	45
21	16/02/2008	16	17	52	60	80	81	29	52
20	14/02/2008	4	18	30	69	73	74	78	52
19	12/02/2008	8	16	33	64	68	82	4	44
18	09/02/2008	2	3	13	23	30	70	85	72
17	07/02/2008	30	32	49	68	71	85	86	9
16	05/02/2008	22	28	75	78	83	87	13	84
15	02/02/2008	18	33	61	70	81	90	10	80
14	31/01/2008	7	14	26	34	45	77	83	34
13	29/01/2008	1	23	30	60	70	74	31	21
12	26/01/2008	15	17	25	31	85	87	82	57
11	24/01/2008	18	28	33	41	63	84	88	41
10	22/01/2008	7	18	19	56	66	71	26	20
9	19/01/2008	10	23	31	35	61	87	81	15
8	17/01/2008	4	15	21	35	59	73	70	76
7	15/01/2008	12	50	55	62	67	88	29	1
6	12/01/2008	8	9	52	77	82	86	85	8
5	10/01/2008	23	25	30	44	51	68	58	21
4	08/01/2008	17	23	30	74	81	84	55	49
3	05/01/2008	16	30	68	75	83	86	15	25
2	03/01/2008	20	39	56	64	66	85	29	17
1	02/01/2008	16	38	40	69	84	90	60	14
156	29/12/2007	12	26	70	74	84	87	46	11
155	27/12/2007	6	13	19	37	67	72	49	1
154	24/12/2007	29	31	35	49	69	74	16	28
153	22/12/2007	3	14	30	50	66	87	47	48
152	20/12/2007	6	10	13	17	22	46	43	85
151	18/12/2007	28	29	33	35	65	80	69	7
150	15/12/2007	25	31	43	61	63	86	23	39
149	13/12/2007	12	20	22	39	55	72	15	52
148	11/12/2007	9	12	28	71	82	85	37	1
147	10/12/2007	5	13	28	30	42	63	84	66
146	06/12/2007	33	37	48	65	83	84	55	88
145	04/12/2007	3	10	40	54	69	85	43	13
144	01/12/2007	6	19	30	53	55	76	17	70
143	29/11/2007	17	41	42	43	66	76	8	46
142	27/11/2007	2	22	28	39	61	79	84	23
141	24/11/2007	26	37	53	81	86	90	31	60
140	22/11/2007	2	51	55	57	61	82	15	60
139	20/11/2007	1	18	30	34	65	75	31	45
138	17/11/2007	18	28	40	63	68	86	71	68
137	15/11/2007	4	9	69	74	76	85	86	11
136	13/11/2007	1	2	33	62	68	79	14	21
135	10/11/2007	6	39	50	52	54	88	51	49
134	08/11/2007	16	29	38	62	72	84	66	28
133	06/11/2007	13	18	32	46	55	78	59	66
132	03/11/2007	11	31	44	64	83	89	34	37
131	02/11/2007	29	31	51	60	72	73	69	50
130	30/10/2007	22	39	54	63	68	73	12	15
129	27/10/2007	7	19	39	42	56	57	18	73
128	25/10/2007	3	6	7	30	67	89	11	7
127	23/10/2007	1	10	26	62	71	90	43	32
126	20/10/2007	11	17	20	36	57	72	51	89
125	18/10/2007	2	24	51	55	62	81	53	27
124	16/10/2007	7	21	58	65	72	77	85	23
123	13/10/2007	12	41	42	44	80	86	37	46
122	11/10/2007	18	37	49	71	76	78	23	35
121	09/10/2007	7	9	17	51	57	78	87	20
120	06/10/2007	3	20	21	43	69	70	78	11
119	04/10/2007	3	17	33	51	77	87	16	42
118	02/10/2007	8	23	48	49	61	62	47	54
117	29/09/2007	8	11	17	20	21	80	64	35
116	27/09/2007	2	23	46	48	55	63	15	83
115	25/09/2007	10	14	18	22	48	68	38	24
114	22/09/2007	4	52	68	79	85	86	20	68
113	20/09/2007	10	20	24	38	49	87	77	48
112	18/09/2007	7	17	30	56	68	80	19	28
111	15/09/2007	10	30	57	64	72	75	49	3
110	13/09/2007	15	23	59	65	78	82	41	79
109	11/09/2007	3	4	19	39	73	78	80	5
108	08/09/2007	9	31	32	47	70	89	19	5
107	06/09/2007	9	16	22	25	26	70	64	63
106	04/09/2007	5	6	9	51	62	66	10	3
105	01/09/2007	1	35	37	39	57	84	67	31
104	30/08/2007	19	48	49	56	60	88	76	56
103	28/08/2007	6	18	36	75	81	83	72	75
102	25/08/2007	4	23	25	30	34	57	40	70
101	23/08/2007	8	46	49	55	80	87	64	67
100	21/08/2007	11	27	45	53	55	58	34	85
99	18/08/2007	1	25	60	67	87	88	75	14
98	16/08/2007	16	24	37	38	69	78	25	4
97	14/08/2007	14	19	44	52	60	71	57	18
96	11/08/2007	30	37	41	62	65	68	40	64
95	09/08/2007	34	39	57	62	79	83	13	3
94	07/08/2007	21	29	50	55	67	73	24	85
93	04/08/2007	41	46	64	71	84	87	81	22
92	02/08/2007	16	24	51	55	59	66	41	52
91	31/07/2007	12	38	65	72	83	84	31	61
90	28/07/2007	8	38	47	63	71	84	69	36
89	26/07/2007	20	22	36	68	81	87	52	55
88	24/07/2007	43	56	61	62	73	81	75	73
87	21/07/2007	18	62	64	69	75	81	3	6
86	19/07/2007	21	30	33	45	62	70	57	3
85	17/07/2007	23	31	62	65	69	89	49	46
84	14/07/2007	27	33	44	56	63	85	79	40
83	12/07/2007	1	35	51	56	68	79	63	7
82	10/07/2007	14	42	53	68	83	89	75	78
81	07/07/2007	32	45	69	77	83	87	19	3
80	05/07/2007	8	24	52	73	84	86	51	11
79	03/07/2007	19	23	39	54	79	87	42	43
78	30/06/2007	4	24	30	61	66	69	67	24
77	28/06/2007	3	20	47	52	83	90	75	22
76	26/06/2007	6	15	45	47	69	70	40	18
75	23/06/2007	15	42	65	68	70	90	46	40
74	21/06/2007	2	10	35	67	77	90	51	80
73	19/06/2007	1	2	26	41	65	80	37	27
72	16/06/2007	29	32	39	43	66	73	60	6
71	14/06/2007	12	42	44	46	52	86	25	34
70	12/06/2007	1	14	17	47	61	66	13	53
69	09/06/2007	5	19	20	26	53	54	56	23
68	07/06/2007	59	66	69	72	73	80	23	53
67	05/06/2007	1	9	13	29	71	83	56	41
66	04/06/2007	17	39	40	75	76	88	19	86
65	31/05/2007	7	21	36	38	77	79	17	18
64	29/05/2007	1	16	17	31	42	70	81	51
63	26/05/2007	5	31	62	63	68	78	2	47
62	24/05/2007	13	19	32	39	44	61	66	18
61	22/05/2007	1	44	67	77	88	90	79	31
60	19/05/2007	7	8	13	17	38	43	6	59
59	17/05/2007	10	36	63	75	79	85	49	44
58	15/05/2007	23	33	78	79	87	88	56	90
57	12/05/2007	25	46	48	52	57	81	3	6
56	10/05/2007	32	38	55	58	66	85	51	38
55	08/05/2007	14	30	33	35	58	76	82	77
54	05/05/2007	2	3	64	69	73	82	62	58
53	03/05/2007	1	11	20	66	69	88	35	3
52	02/05/2007	3	6	12	20	69	83	80	52
51	28/04/2007	7	15	16	21	37	60	52	58
50	26/04/2007	36	38	54	56	75	85	28	32
49	24/04/2007	8	36	40	45	67	79	84	40
48	21/04/2007	11	19	43	75	81	87	1	80
47	19/04/2007	28	30	65	74	77	83	40	88
46	17/04/2007	3	21	33	45	47	85	17	22
45	14/04/2007	3	46	64	71	78	87	4	64
44	12/04/2007	10	28	53	64	76	79	47	81
43	10/04/2007	8	30	39	66	69	78	70	54
42	07/04/2007	1	29	37	67	74	81	54	67
41	05/04/2007	2	17	60	77	85	86	21	71
40	03/04/2007	12	16	21	25	27	64	66	4
39	31/03/2007	42	70	74	78	82	87	23	41
38	29/03/2007	13	17	19	21	69	73	78	20
37	27/03/2007	35	36	43	46	69	75	47	17
36	24/03/2007	28	45	60	63	74	86	66	5
35	22/03/2007	23	32	34	72	80	83	22	86
34	20/03/2007	5	7	68	71	75	85	15	18
33	17/03/2007	10	43	55	56	81	87	69	35
32	15/03/2007	1	6	43	46	61	83	80	71
31	13/03/2007	13	46	48	76	81	83	35	70
30	10/03/2007	16	22	36	40	62	75	55	51
29	08/03/2007	5	27	43	50	75	90	54	59
28	06/03/2007	1	8	21	30	81	86	13	54
27	03/03/2007	6	32	50	57	59	61	68	29
26	01/03/2007	40	55	64	65	70	85	13	65
25	27/02/2007	6	20	58	59	65	88	90	78
24	24/02/2007	1	30	60	70	74	77	90	88
23	22/02/2007	28	44	51	72	81	90	16	74
22	20/02/2007	19	25	31	56	82	90	17	72
21	17/02/2007	40	41	62	65	89	90	25	89
20	15/02/2007	11	22	35	65	78	81	7	25
19	13/02/2007	4	29	70	82	86	88	8	2
18	10/02/2007	11	30	55	76	77	90	57	52
17	08/02/2007	3	9	33	61	65	85	11	83
16	06/02/2007	21	35	39	54	62	85	71	52
15	03/02/2007	3	12	32	43	51	58	13	44
14	01/02/2007	1	20	21	27	44	75	36	22
13	30/01/2007	1	23	38	50	60	77	39	57
12	27/01/2007	10	33	34	44	70	79	80	48
11	25/01/2007	4	6	26	28	53	64	42	90
10	23/01/2007	8	10	20	40	80	85	32	66
9	20/01/2007	18	47	55	64	74	89	23	17
8	18/01/2007	7	39	45	47	55	80	3	78
7	16/01/2007	1	11	24	33	36	80	15	3
6	13/01/2007	11	49	53	65	77	89	33	2
5	11/01/2007	6	27	59	71	85	90	72	70
4	09/01/2007	16	39	65	67	83	86	64	10
3	08/01/2007	3	45	49	53	58	77	48	46
2	04/01/2007	21	40	76	77	83	84	73	90
1	02/01/2007	42	47	55	57	61	79	72	65
156	30/12/2006	2	20	32	51	53	83	47	43
155	28/12/2006	15	43	45	66	74	87	86	70
154	27/12/2006	3	11	28	29	68	88	39	90
153	23/12/2006	8	13	16	17	49	68	15	13
152	21/12/2006	2	10	30	43	56	83	64	47
151	19/12/2006	10	19	32	44	56	76	15	50
150	16/12/2006	14	28	40	52	54	83	25	61
149	14/12/2006	1	31	48	75	78	81	28	59
148	12/12/2006	7	17	44	63	64	88	8	56
147	09/12/2006	21	23	28	48	49	54	65	7
146	07/12/2006	4	19	31	51	56	57	24	81
145	05/12/2006	3	12	22	65	77	84	4	27
144	02/12/2006	25	45	63	71	74	88	90	4
143	30/11/2006	1	31	51	73	77	88	89	53
142	28/11/2006	50	51	57	59	64	74	28	14
141	25/11/2006	1	2	4	44	75	80	33	30
140	23/11/2006	23	29	42	44	59	82	38	17
139	21/11/2006	2	3	35	41	48	88	5	1
138	18/11/2006	36	55	59	81	82	89	20	6
137	16/11/2006	36	42	46	51	72	84	65	62
136	14/11/2006	8	12	14	66	76	88	45	69
135	11/11/2006	22	36	40	44	46	76	30	69
134	09/11/2006	5	6	28	61	77	87	71	16
133	07/11/2006	10	27	42	72	75	87	44	49
132	04/11/2006	14	37	48	50	65	66	87	18
131	02/11/2006	2	4	5	9	22	75	79	31
130	31/10/2006	8	19	27	43	51	79	22	15
129	28/10/2006	15	29	50	57	79	88	84	61
128	26/10/2006	42	44	45	47	72	79	15	79
127	24/10/2006	4	25	43	45	71	90	52	85
126	21/10/2006	4	5	21	26	42	79	84	28
125	19/10/2006	34	36	44	50	71	80	85	83
124	17/10/2006	4	18	24	49	66	81	70	80
123	14/10/2006	12	37	38	42	79	82	60	12
122	12/10/2006	12	46	52	55	65	90	32	28
121	10/10/2006	6	13	34	52	63	83	16	10
120	07/10/2006	15	29	30	68	79	85	26	6
119	05/10/2006	4	40	60	71	72	90	21	53
118	03/10/2006	14	24	33	41	53	82	47	35
117	30/09/2006	3	47	63	66	67	69	56	90
116	28/09/2006	52	58	61	62	65	69	53	66
115	26/09/2006	6	9	10	20	60	83	81	16
114	23/09/2006	8	23	39	52	75	81	65	86
113	21/09/2006	2	8	27	30	35	87	21	29
112	19/09/2006	4	6	8	14	21	28	56	7
111	16/09/2006	14	34	35	37	41	61	31	46
110	14/09/2006	10	22	27	34	56	85	16	29
109	12/09/2006	8	22	36	43	76	77	23	88
108	09/09/2006	7	10	24	31	81	84	4	74
107	07/09/2006	1	3	29	63	72	85	55	49
106	05/09/2006	16	21	51	64	65	89	63	42
105	02/09/2006	26	33	35	45	54	61	10	61
104	31/08/2006	2	11	17	33	79	87	7	79
103	29/08/2006	46	49	50	57	68	69	14	90
102	26/08/2006	3	9	14	55	62	83	79	45
101	24/08/2006	3	27	29	46	47	61	15	24
100	22/08/2006	3	8	16	64	72	73	22	61
99	19/08/2006	6	59	77	81	82	88	61	74
98	17/08/2006	4	25	30	40	41	62	38	55
97	16/08/2006	8	25	28	57	71	72	83	66
96	12/08/2006	45	49	63	67	82	90	72	56
95	10/08/2006	6	9	42	48	81	87	63	84
94	08/08/2006	3	4	5	47	55	80	73	71
93	05/08/2006	5	11	21	49	54	84	66	69
92	03/08/2006	21	22	25	53	76	85	7	77
91	01/08/2006	31	37	45	52	74	83	70	19
90	29/07/2006	18	24	46	47	69	70	82	41
89	27/07/2006	26	34	68	82	83	87	42	71
88	25/07/2006	5	35	49	52	65	89	15	55
87	22/07/2006	12	37	46	54	58	79	90	40
86	20/07/2006	22	36	65	72	82	86	27	15
85	18/07/2006	3	27	30	38	43	60	50	13
84	15/07/2006	16	21	27	43	56	64	19	78
83	13/07/2006	15	46	47	67	73	90	51	32
82	11/07/2006	2	12	19	25	31	76	49	14
81	08/07/2006	4	49	54	73	79	83	29	8
80	06/07/2006	21	22	34	55	56	74	63	43
79	04/07/2006	20	45	59	75	84	90	85	20
78	01/07/2006	5	11	40	45	58	75	66	12
77	29/06/2006	27	28	56	67	75	86	79	70
76	27/06/2006	11	29	56	62	68	76	33	33
75	24/06/2006	5	11	24	26	49	68	13	54
74	22/06/2006	8	22	36	48	53	55	29	89
73	20/06/2006	22	26	51	63	64	73	17	37
72	17/06/2006	2	8	43	48	60	67	74	79
71	15/06/2006	6	27	39	43	62	84	67	12
70	13/06/2006	10	13	21	31	48	72	79	9
69	10/06/2006	9	10	63	73	79	90	2	62
68	08/06/2006	5	42	51	66	69	74	22	34
67	06/06/2006	29	31	41	44	64	73	1	46
66	03/06/2006	20	68	70	71	72	81	90	41
65	01/06/2006	18	33	51	66	87	90	5	16
64	30/05/2006	1	16	25	33	54	71	11	29
63	27/05/2006	5	11	33	51	82	85	19	1
62	25/05/2006	19	22	44	61	66	75	77	58
61	23/05/2006	30	36	39	68	71	80	38	78
60	20/05/2006	5	32	39	50	59	77	71	18
59	18/05/2006	1	63	67	71	75	79	28	78
58	16/05/2006	1	4	32	35	36	87	7	20
57	13/05/2006	11	31	38	50	59	62	7	56
56	11/05/2006	14	19	20	26	79	82	47	59
55	09/05/2006	16	23	40	62	79	88	42	89
54	06/05/2006	19	22	46	49	72	85	14	10
53	04/05/2006	11	18	37	52	62	77	59	19
52	02/05/2006	22	42	52	55	62	74	61	74
51	29/04/2006	12	22	53	54	60	77	28	7
50	27/04/2006	8	23	30	53	69	78	36	78
49	26/04/2006	13	18	47	51	60	64	11	36
48	22/04/2006	16	21	59	70	71	83	90	37
47	20/04/2006	32	35	44	58	82	90	52	42
46	18/04/2006	1	4	12	14	66	78	55	75
45	15/04/2006	10	11	13	37	81	84	3	63
44	13/04/2006	27	35	41	46	49	86	24	40
43	11/04/2006	16	19	44	60	76	89	79	49
42	08/04/2006	16	33	60	61	62	63	77	51
41	06/04/2006	13	19	60	61	83	90	10	6
40	04/04/2006	13	25	45	70	78	88	89	55
39	01/04/2006	15	30	33	37	62	78	55	23
38	30/03/2006	1	4	14	30	78	82	70	44
37	28/03/2006	24	25	33	42	57	89	20	68
36	25/03/2006	16	20	29	31	38	45	25	0
35	23/03/2006	10	41	53	62	65	76	26	0
34	21/03/2006	7	8	10	29	40	52	14	0
33	18/03/2006	41	43	52	59	73	82	87	0
32	16/03/2006	8	10	15	42	48	51	25	0
31	14/03/2006	15	20	32	43	45	54	81	0
30	11/03/2006	26	28	55	61	62	85	81	0
29	09/03/2006	10	12	15	51	66	68	60	0
28	07/03/2006	1	7	22	72	79	82	75	0
27	04/03/2006	17	27	29	31	44	46	51	0
26	02/03/2006	4	35	41	66	77	89	68	0
25	28/02/2006	3	21	63	81	87	89	4	0
24	25/02/2006	3	6	44	60	84	86	53	0
23	23/02/2006	17	26	70	76	82	90	72	0
22	21/02/2006	20	58	65	70	77	86	87	0
21	18/02/2006	34	40	42	64	77	88	48	0
20	16/02/2006	5	6	18	34	42	72	8	0
19	14/02/2006	8	44	47	60	66	77	83	0
18	11/02/2006	1	2	8	30	42	43	45	0
17	09/02/2006	7	33	38	51	53	67	57	0
16	07/02/2006	11	18	27	37	65	72	43	0
15	04/02/2006	13	22	43	50	70	76	14	0
14	02/02/2006	3	22	29	54	75	84	78	0
13	31/01/2006	34	38	53	60	72	88	18	0
12	28/01/2006	25	39	74	76	85	88	58	0
11	26/01/2006	9	47	59	73	79	88	18	0
10	24/01/2006	11	13	27	47	82	84	28	0
9	21/01/2006	7	37	44	45	53	68	57	0
8	19/01/2006	25	55	60	69	77	81	34	0
7	17/01/2006	26	27	31	69	78	85	67	0
6	14/01/2006	30	31	33	44	77	89	51	0
5	12/01/2006	26	30	38	55	69	75	11	0
4	10/01/2006	54	58	72	73	82	86	38	0
3	07/01/2006	43	45	80	81	83	86	77	0
2	05/01/2006	8	27	29	38	64	82	37	0
1	03/01/2006	13	14	22	24	46	81	70	0
133	31/12/2005	57	66	68	70	74	86	87	0
132	29/12/2005	3	4	17	20	23	54	43	0
131	27/12/2005	3	5	51	55	82	83	76	0
130	24/12/2005	26	47	49	66	86	88	44	0
129	22/12/2005	9	46	54	64	69	72	90	0
128	20/12/2005	1	17	31	39	49	71	7	0
